,Loss,Recon Loss,KLD,Epoch,Batch idx
0,18.445919036865234,18.435556411743164,0.3419441878795624,1.0,0.0
1,18.4537353515625,18.4439640045166,0.32245561480522156,1.0,1.0
2,17.454805374145508,17.44692611694336,0.2599983811378479,1.0,2.0
3,17.981176376342773,17.97427749633789,0.2276715636253357,1.0,3.0
4,17.400955200195312,17.39545440673828,0.1814950704574585,1.0,4.0
5,16.89198875427246,16.886472702026367,0.18201744556427002,1.0,5.0
6,16.628150939941406,16.622783660888672,0.17709141969680786,1.0,6.0
7,16.36747169494629,16.362342834472656,0.16925883293151855,1.0,7.0
8,16.406538009643555,16.400897979736328,0.18613824248313904,1.0,8.0
9,15.88330364227295,15.87816047668457,0.16973480582237244,1.0,9.0
10,15.797425270080566,15.79196548461914,0.18017874658107758,1.0,10.0
11,15.851387977600098,15.845357894897461,0.19897934794425964,1.0,11.0
12,15.539688110351562,15.532721519470215,0.2298908680677414,1.0,12.0
13,16.125776290893555,16.119495391845703,0.20725341141223907,1.0,13.0
14,15.51069450378418,15.505123138427734,0.18386901915073395,1.0,14.0
15,14.779162406921387,14.773223876953125,0.1959771364927292,1.0,15.0
16,15.185348510742188,15.179506301879883,0.19280169904232025,1.0,16.0
17,15.49660587310791,15.49094009399414,0.18695732951164246,1.0,17.0
18,14.670509338378906,14.664752960205078,0.1899709552526474,1.0,18.0
19,15.383432388305664,15.37701416015625,0.2118125706911087,1.0,19.0
20,15.100860595703125,15.092299461364746,0.282512903213501,1.0,20.0
21,14.316439628601074,14.308155059814453,0.2733849883079529,1.0,21.0
22,14.463042259216309,14.453359603881836,0.31953415274620056,1.0,22.0
23,15.027336120605469,15.020795822143555,0.2158413678407669,1.0,23.0
24,13.969343185424805,13.963159561157227,0.20404969155788422,1.0,24.0
25,13.970149040222168,13.96451187133789,0.18601223826408386,1.0,25.0
26,13.767611503601074,13.761528015136719,0.200748473405838,1.0,26.0
27,13.872177124023438,13.866031646728516,0.20279228687286377,1.0,27.0
28,14.185253143310547,14.179046630859375,0.20480799674987793,1.0,28.0
29,13.809102058410645,13.802581787109375,0.21517513692378998,1.0,29.0
30,14.21661376953125,14.207324981689453,0.3065448999404907,1.0,30.0
31,13.592455863952637,13.580677032470703,0.3887046277523041,1.0,31.0
32,13.763009071350098,13.749675750732422,0.43999993801116943,1.0,32.0
33,13.724725723266602,13.71300983428955,0.38663676381111145,1.0,33.0
